SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
LN-9300,Walk In Medical Clinics,17661745,Associated Physicians Clinic,17661746,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family medical practice. Saturday and Sunday hours also available.,17661748,17661747,2506561164,,,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 15:00; Sun 10:00 - 15:00; Please note that hours are subject to physician availability and patient volume. Call ahead to confirm.,2425 Bevan Avenue,,,,Sidney,BC,V8L 4R5,48.647645,-123.399438,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661746&SiteResourceAgencyNum=17661747
LN-9300,Walk In Medical Clinics,17640721,Towne Centre Medical Clinic,17640722,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis, no appointment necessary. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday hours also available.",17640724,17640723,2507688315,www.townecentremedicalclinic.ca,,Y,,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 09:00 - 15:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,2475 Dobbin Road,,,,West Kelowna,BC,V4T 2E9,49.828422,-119.630867,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640722&SiteResourceAgencyNum=17640723
LN-9300,Walk In Medical Clinics,17659774,Medimax Health Centres,17659775,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17659777,17659776,6048522279,www.medimaxhealth.ca/contact-us.html,,Y,,Mon 09:00 - 15:30; Wed 09:00 - 15:30; Fri 09:00 - 15:30; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,2479 McCallum Road,,,,Abbotsford,BC,V2S 3P8,49.047192,-122.2936,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659775&SiteResourceAgencyNum=17659776
LN-9300,Walk In Medical Clinics,17658240,Broadway Station Medical Clinic Inc.,17658241,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.",17658243,17658242,6048725377,,,Y,,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 17:00; Sun 10:00 - 17:00; Holidays 10:00 - 17:00,2516 Commercial Drive,,,,Vancouver,BC,V5N 4C2,49.26194,-123.069626,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658241&SiteResourceAgencyNum=17658242
LN-9300,Walk In Medical Clinics,17656066,Granville Medical Clinic,17656067,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.,17656069,17656068,6047334700,,,Y,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 10:00 - 16:00; Sun 10:00 - 16:00;,2578 Granville Street,,,,Vancouver,BC,V6H 3G8,49.262912,-123.138565,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656067&SiteResourceAgencyNum=17656068
LN-9300,Walk In Medical Clinics,17656985,FirstCare Medical Centre,17656986,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours are also available.,17656988,17656987,6048711535,,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 10:00 - 17:00; Sun 10:00 - 16:00; Please call to confirm hours.,2590 Commercial Drive,,,,Vancouver,BC,V5N 4C2,49.261542,-123.069778,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656986&SiteResourceAgencyNum=17656987
LN-9300,Walk In Medical Clinics,32984384,Quadra Village Medical Clinic,32984398,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis.,32984414,32984410,2503835513,,,N,,Mon 10:00 - 16:00; Tue 10:00 - 16:00; Wed 10:00 - 16:00; Thu 10:00 - 16:00; Fri 10:00 - 16:00;,2631 Quadra Street,,,,Victoria,BC,V8T 4E4,48.438086,-123.358897,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=32984398&SiteResourceAgencyNum=32984410
LN-9300,Walk In Medical Clinics,17658349,Khatsahlano Medical Clinics,17658350,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see specific location for details.",17658354,17658353,,www.khatsclinic.ca,,N,,"Mon 08:00 - 20:45; Tue 08:00 - 20:45; Wed 08:00 - 20:45; Thu 08:00 - 20:45; Fri 08:00 - 20:45; Sat 09:00 - 17:45; Sun 09:00 - 17:45; Clinic opens at hours listed, but the physician start times may vary due to availability - see website for doctor schedules for the day. Clinics may stop accepting patients prior to the listed closing time.",2685 West Broadway,,,,Vancouver,BC,V6K 2G2,49.264068,-123.166009,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658350&SiteResourceAgencyNum=17658353
LN-9300,Walk In Medical Clinics,17658035,Fraser Highway Medical Clinic Ltd.,17658036,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17658038,17658037,6048561717,,,Y,,Subject to change. Please call to confirm.,27109 Fraser Highway,,,,Langley,BC,V4W 3R2,49.058206,-122.474845,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658036&SiteResourceAgencyNum=17658037
LN-9300,Walk In Medical Clinics,17656981,Allwood Medical Centre,17656982,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.,17656984,17656983,6048506893,,,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 14:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,2752 Allwood Street,,,,Abbotsford,BC,V2T 3R7,49.051728,-122.319815,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656982&SiteResourceAgencyNum=17656983
LN-9300,Walk In Medical Clinics,17662498,Beverly Medical Clinic,17662499,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Saturday, Sunday and statutory holiday hours also available.",17662501,17662500,2505973390,,,Y,English,"Mon - Fri, 9 a.m. - 6 p.m.; Sat, Sun, statutory holidays, 10 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",2763 Beverly Street,,,,Duncan,BC,V9L 6X2,48.785172,-123.708109,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17662499&SiteResourceAgencyNum=17662500
LN-9300,Walk In Medical Clinics,17638186,Alder Medical Centre,17638187,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice and maternity care; wide range of specialists including general internists, general surgeon, obstetricians, gynaecologist, and paediatricians; facilities for minor surgical procedures (i.e. lacerations, diagnostic biopsies, etc.). Pharmacy and laboratory onsite. Evening hours offered Monday - Thursday. Saturday hours also available.",17638189,17638188,2502877441,,,N,English,"Mon - Thu, 8:30 a.m. - 7:45 p.m.; Sat, 10 a.m. - 1:45 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",277 Evergreen Road,,,,Campbell River,BC,V9W 5Y4,50.007502,-125.241145,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17638187&SiteResourceAgencyNum=17638188
LN-9300,Walk In Medical Clinics,17659794,Abby Central Medical Clinic,17659795,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Saturday hours are also available.,17659797,17659796,6045571777,http://www.health-local.com/biz/walk-in-clinics/abbotsford/british-columbia/primacy-abby-central-medical-and-dental-clinic/,,N,English,"Mon, Fri, 8:30 a.m. - 5 p.m.; Tue - Thu, 9 a.m. - 5 p.m.; Sat, 9 a.m. - 1 p.m.",2855 Gladwin Road,,,,Abbotsford,BC,V2T 6Y4,49.053283,-122.314944,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659795&SiteResourceAgencyNum=17659796
LN-9300,Walk In Medical Clinics,17658027,Chinatown Centre Medical Clinic Ltd.,17658028,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday hours also available.,17658030,17658029,6046053382,,,Y,,Mon 09:00 - 16:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 16:00; Fri 09:00 - 15:00; Sat 10:00 - 14:00; Hours are subject to change. Please call to confirm.,288 East Georgia Street,,,,Vancouver,BC,V6A 4H8,49.2785,-123.097498,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658028&SiteResourceAgencyNum=17658029
LN-9300,Walk In Medical Clinics,20788984,Cowichan Way Clinic,20789012,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday hours also available.,20789058,20788993,7784223999,www.health-local.com/clinic/walk-in-clinics/duncan/british-columbia/primacy-cowichan-way-clinic/,geninfo@cowichanwayclinic.com,N,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 08:00 - 13:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time. Please call to confirm.,291 Cowichan Way,,,,Duncan,BC,V9L 4T8,48.774708,-123.703697,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=20789012&SiteResourceAgencyNum=20788993
LN-9300,Walk In Medical Clinics,17636590,Sunwood Medical Clinic,17636591,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Sunday hours also available. Includes a family practice.,17636593,17636592,6044640345,,,N,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sun 09:00 - 16:00; Closed on statutory holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,3000 Lougheed Highway,,,,Coquitlam,BC,V3B 1C5,49.274338,-122.793127,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636591&SiteResourceAgencyNum=17636592
LN-9300,Walk In Medical Clinics,17658031,Columbia Medical Clinic,17658032,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and statutory holiday hours are also available.,17658034,17658033,6045227363,www.columbiamedicalclinic.ca/services.html,columbiaclinic@shawbiz.ca,Y,,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 16:00; Statutory holidays, 10:00 - 16:00. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",301 East Columbia Street,,,,New Westminster,BC,V3L 3W5,49.225627,-122.892883,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658032&SiteResourceAgencyNum=17658033
LN-9300,Walk In Medical Clinics,17659250,MD Medical Centre,17659251,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17659253,17659252,2507689959,,,Y,,Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 13:00; Closed daily 12:30 - 13:15. Hours are subject to change. Please call to confirm.,3020 Louie Drive,,,,West Kelowna,BC,V4T 3E1,49.840972,-119.61148,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659251&SiteResourceAgencyNum=17659252
LN-9300,Walk In Medical Clinics,17659685,Quatsino Health Centre,17659686,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17659688,17659687,2509497161,,clinic@quatsinofn.ca,Y,English,"Tue, 1:15 p.m. - 3:15 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",303 Quattishe Road,,,,Coal Harbour,BC,V0N 1K0,50.614018,-127.573156,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659686&SiteResourceAgencyNum=17659687
LN-9300,Walk In Medical Clinics,17640735,Denning Health Group,17640736,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. May include a family practice, weekend, and evening clinic hours. Please see specific location for details.",28093081,28093063,6045579938,www.denninghealth.ca/contact/locations/abbotsford/,info@denninghealth.ca,N,,Mon 09:00 - 17:00; Tue 09:00 - 18:00; Wed 09:00 - 17:00; Thu 09:00 - 18:00; Fri 09:00 - 17:00; Sat 10:00 - 14:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,310-32700 South Fraser Way,,,,Abbotsford,BC,V2T 4M5,49.04993,-122.317111,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093063
LN-9300,Walk In Medical Clinics,17656782,Ellwood Medical Clinic,17656783,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and Sunday clinic hours also available.,17656785,17656784,6047464700,,,N,,"Office Hours:  Mon - Thu, 10:00 - 18:00; Fri, Sat, Sun, 10:00 - 15:00; walk-in clinic hours are subject to change. Please call to confirm.",31205 MacLure Road,,,,Abbotsford,BC,V2T 5E5,49.054179,-122.359411,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656783&SiteResourceAgencyNum=17656784
LN-9300,Walk In Medical Clinics,17657988,Pacific Medical Clinic,17657989,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.,17657995,17657994,6044342222,,,N,,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Sat 09:00 - 12:00; Sun 09:00 - 12:00; Hours can vary depending on doctor on schedule. May close when it's unusually busy. Please call for more information.,3185 Grandview Highway,,,,Vancouver,BC,V5M 2E9,49.258207,-123.036662,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657989&SiteResourceAgencyNum=17657994
LN-9300,Walk In Medical Clinics,17656993,Shelbourne Medical Treatment Centre,17656994,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Sunday. Statutory holiday hours also available.,17656996,17656995,2505928485,,,N,,"Mon 08:00 - 20:30; Tue 08:00 - 20:30; Wed 08:00 - 20:30; Thu 08:00 - 20:30; Fri 08:00 - 20:30; Sat 09:00 - 20:30; Sun 09:00 - 20:30; Statutory holidays, 09:00 - 20:30; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",3200 Shelbourne Street,,,,Victoria,BC,V8P 5G8,48.448582,-123.333229,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656994&SiteResourceAgencyNum=17656995
LN-9300,Walk In Medical Clinics,17657996,Cedar Care Clinic,17657997,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Thursday. Weekend and statutory holiday hours also available.,17657999,17657998,6048207676,,,N,,"Mon 07:00 - 21:00; Tue 07:00 - 21:00; Wed 07:00 - 21:00; Thu 07:00 - 21:00; Fri 08:00 - 18:00; Sat 08:00 - 15:00; Sun 08:00 - 15:00; Statutory holidays, 08:00 - 15:00. Please note that hours are subject to physician availability and patient volume. Please call the office to confirm.",32423 Lougheed Highway,,,,Mission,BC,V2V 7B8,49.133045,-122.327389,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657997&SiteResourceAgencyNum=17657998
LN-9300,Walk In Medical Clinics,17658072,Clearbrook Medcare Company,17658073,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Thursday. Saturday and Sunday hours also available.,17658075,17658074,6048536667,,,N,,Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 17:00; Sat 09:00 - 13:00; Sun 10:00 - 15:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing.,32442 George Ferguson Way,,,,Abbotsford,BC,V2T 4Y4,49.055069,-122.32576,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658073&SiteResourceAgencyNum=17658074
LN-9300,Walk In Medical Clinics,17656786,Mission Hills Medical Clinic,17656787,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.",17656789,17656788,6048267751,,missionhillsmedical@gmail.com,N,English,"Mon - Thu, 8:30 a.m. - 9 p.m.; Fri, 8:30 a.m. - 6 p.m.; Sat, Sun and statutory holidays, 9 a.m. - 5 p.m.; Women's clinic: Tue, Thu, 8:30 a.m. - 12:30 p.m. by appointment. Walk-in hours may be subject to change.",32471 Lougheed Highway,,,,Mission,BC,V2V 0C8,49.133002,-122.32574,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656787&SiteResourceAgencyNum=17656788
LN-9300,Walk In Medical Clinics,17655908,Mission Medical Centre,17655909,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.",17655911,17655910,2508688222,,missionmedicalcentre@shaw.ca,Y,English,"Mon - Thu, 9 a.m. - 8 p.m.; Fri, Sat, 9 a.m. - 5 p.m.; Sun, 10 a.m. - 2 p.m.; Statutory holidays 10 a.m. - 5 p.m.; Closed Christmas Day. Clinic hours may vary due to patient volume and physicians' availability.",3320 Richter Street,,,,Kelowna,BC,V1W 4V5,49.855356,-119.489935,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655909&SiteResourceAgencyNum=17655910
LN-9300,Walk In Medical Clinics,17657791,Park and Tilford Medical Treatment Centre,17657792,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Weekend and statutory holiday hours also available.,17657794,17657793,6049832442,,,N,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Statutory holidays 09:00 - 18:00. Closed on Christmas day.,333 Brooksbank Avenue,,,,North Vancouver,BC,V7J 3S8,49.308678,-123.04047,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657792&SiteResourceAgencyNum=17657793
LN-9300,Walk In Medical Clinics,17658971,Mount Seymour Medical Clinic,17658972,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.",17658974,17658973,6049047712,,,N,,"Mon - Fri, 9 a.m. - 9 p.m., Sat, 9 a.m. - 5 p.m., Sun and holidays 10 a.m. - 4 p.m.",333 Seymour Boulevard,,,,North Vancouver,BC,V7J 2J4,49.311582,-123.024409,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658972&SiteResourceAgencyNum=17658973
LN-9300,Walk In Medical Clinics,17657980,Bakerview Medical Clinic Ltd.,17657981,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Weekend and statutory holiday hours also available.,17657983,17657982,6048539853,,,N,,Mon 17:00 - 21:00; Tue 17:00 - 21:00; Wed 17:00 - 21:00; Thu 17:00 - 21:00; Fri 17:00 - 21:00; Sat 09:00 - 21:00; Sun 09:00 - 21:00; Holiday hours; 09:00-21:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,33324 South Fraser Way,,,,Abbotsford,BC,V2S 2B4,49.049861,-122.301058,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657981&SiteResourceAgencyNum=17657982
LN-9300,Walk In Medical Clinics,17655709,Caledonian Clinic,17655710,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. May also offer Saturday, Sunday and statutory holiday hours. Please see specific location for details.",17655712,17655711,2507533202,,,Y,English,"Mon 17:00 - 19:00; Tue 17:00 - 19:00; Wed 17:00 - 19:00; Thu 17:00 - 19:00; Fri 17:00 - 19:00; Sat 09:00 - 13:00; Sun 09:00 - 13:00; Walk-In Clinic Statutory Holiday Hours: 09:00- 13:00; Medical Clinic Hours: Mon - Fri, 08:30 - 17:00",340 Campbell Street,,,,Nanaimo,BC,V9R 3G7,49.168455,-123.942254,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655710&SiteResourceAgencyNum=17655711
LN-9300,Walk In Medical Clinics,17659634,Uptown Medical Clinic,17659635,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.",17659637,17659636,2505908375,http://uptownmedicalclinic.ca,,N,English,"Mon - Thu, 9 a.m. - 9 p.m.; Fri, 9 a.m. - 6 p.m.; Sat, Sun, statutory holidays, 9 a.m. - 6 p.m.; Please note that hours are subject to physician availability and patient volume. Call ahead to confirm availability.",3460 Saanich Road,,,,Victoria,BC,V8X 1W7,48.454041,-123.374313,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659635&SiteResourceAgencyNum=17659636
LN-9300,Walk In Medical Clinics,17656058,Cook and Quadra Medical Clinic,17656059,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday.,17656061,17656060,2503866161,,cookquadra@telus.net,Y,English,"Mon - Thu, 8:30 a.m. - 11:30 a.m., and 4 p.m. - 7:30 p.m.; Fri, 12:30 p.m. - 4:30 p.m.; Closed weekends and holidays. Please note that hours are subject to physician availability and patient volume. May close earlier than scheduled.",3461 Cook Street,,,,Saanich,BC,V8X 1B3,48.454832,-123.357844,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656059&SiteResourceAgencyNum=17656060
LN-9300,Walk In Medical Clinics,17661222,South Vancouver Medical Clinic,17661223,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday and Sunday hours also available.,17661225,17661224,6043230077,,,N,"English, Spanish, Chinese","Mon - Fri, 10 a.m. - 9 p.m.; Sat, Sun, 11 a.m. - 5 p.m. Hours are subject to change. Please call to confirm.",350 Marine Drive SE,,,,Vancouver,BC,V5X 2S5,49.210671,-123.100212,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661223&SiteResourceAgencyNum=17661224
LN-9300,Walk In Medical Clinics,17640701,Saanich Plaza Medical Clinic,17640702,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Sunday. Saturday and Sunday hours also available.,17640704,17640703,2504751101,,,Y,English,"Mon - Sun, 9 a.m. - 8:30 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",3544 Blanshard Street,,,,Victoria,BC,V8X 1W3,48.456348,-123.374168,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640702&SiteResourceAgencyNum=17640703
LN-9300,Walk In Medical Clinics,17641022,NorKam Healthcare Centre,17641023,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Saturday hours also available.,17641025,17641024,2503769595,norkamhealthcarecentre.com,,N,,Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Sat 09:30 - 16:00; Please note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients prior to the listed closing time.,370 Tranquille Road,,,,Kamloops,BC,V2B 3G7,50.688881,-120.357904,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17641023&SiteResourceAgencyNum=17641024
LN-9300,Walk In Medical Clinics,17638815,West Coast Urgent Care Clinic,17638816,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17638818,17638817,7784211219,,,N,English,Hours vary. Please call for more information.,3949 Maple Way,,,,Port Alberni,BC,V9Y 0B2,49.263571,-124.792035,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17638816&SiteResourceAgencyNum=17638817
LN-9300,Walk In Medical Clinics,17656054,Lakeshore Medical Centre,17656055,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Saturday and Sunday clinic hours offered.,17656057,17656056,2507648878,,,N,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 17:00; Sun 10:00 - 17:00; Please note that hours are subject to physician availability and volume.,3970 Lakeshore Road,,,,Kelowna,BC,V1W 1V5,49.840904,-119.48849,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656055&SiteResourceAgencyNum=17656056
LN-9300,Walk In Medical Clinics,17656997,Sea To Sky Walk In Clinic,17656998,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. All services may not be available, please call to confirm. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours are also available.",17657000,17656999,6048985555,,,Y,English,"Mon - Fri, 9 a.m. - 8 p.m.;  Sat, Sun, Statutory Holidays, 10 a.m. - 4 p.m.  Hours may vary, please call to confirm.",40147 Glenalder Place,,,,Squamish,BC,V8B 0G2,49.736349,-123.132852,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656998&SiteResourceAgencyNum=17656999
LN-9300,Walk In Medical Clinics,17658108,QE Park Medical Clinic,17658109,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Saturday and statutory holiday hours also available.,17658111,17658110,6048744060,www.qeparkmedicalclinic.ca,,Y,,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 17:00; Sat 10:00 - 16:00; Statutory holidays, 10:00 - 16:00; closing hours may vary due to patient flow and physician availability; please call to confirm.",4060 Cambie Street,,,,Vancouver,BC,V5Z 2X8,49.249511,-123.115332,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658109&SiteResourceAgencyNum=17658110
LN-9300,Walk In Medical Clinics,25690992,Live Well Medical Centre,25691009,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,25691114,25691096,6043705010,www.livewellmedicalcentre.com,,N,,Tue 09:30 - 12:30; Wed 09:30 - 12:30;,4081 No. 5 Road,,,,Richmond,BC,V6X 2T9,49.183851,-123.091529,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=25691009&SiteResourceAgencyNum=25691096
