SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647113,17646896,2503523111,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,3 View Street,Nelson,BC,V1L 2V1,49.495025,-117.284817,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646896
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651541,17650864,2505384800,http://www.viha.ca/locations/lady_minto_gulf_islands_hospital.htm,info@viha.ca,N,,24-Jul,135 Crofton Road,SaltSpring Island,BC,V8K 1T1,48.861445,-123.508599,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650864
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647112,17646943,2502564233,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,951 Murray Street,Lillooet,BC,V0K 1V0,50.689254,-121.939063,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646943
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647114,17646757,2505239414,www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,Emergency services temporarily closed; please call for availability.,5 Beryl Drive,Logan Lake,BC,V0K 1W0,50.497372,-120.815362,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646757
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651538,17650860,2507557691,http://www.viha.ca,info@viha.ca,N,,,1200 Dufferin Crescent,Nanaimo,BC,V9S 2B7,49.183502,-123.969945,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650860
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647100,17646747,2503782242,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,3451 Voght Street,Merritt,BC,V1K 1C6,50.121468,-120.771016,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646747
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647107,17646582,2504924000,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,550 Carmi Avenue,Penticton,BC,V2A 3G6,49.482657,-119.578687,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646582
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651542,17651079,2502843555,http://www.viha.ca,info@viha.ca,N,,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,1090 Marine Drive,Port Alice,BC,V0N 2N0,50.4255,-127.487219,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651079
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651532,17651090,2509026011,http://www.viha.ca/locations/port_hardy_hospital.htm,info@viha.ca,N,,,9120 Granville Street,Port Hardy,BC,V0N 2P0,50.720244,-127.503215,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651090
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651531,17650890,2509564461,http://www.viha.ca/locations/port_mcneill_district_hospital.htm,info@viha.ca,N,,24-Jul,2750 Kingcome Place,Port Mcneill,BC,V0N 2R0,50.58026,-127.067379,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650890
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647097,17647096,2502953233,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,98 Ridgewood Drive,Princeton,BC,V0X 1W0,49.453436,-120.526235,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647096
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647117,17646569,2508372131,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,1200 Newlands Road,Revelstoke,BC,V0E 2S0,50.976799,-118.191902,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646569
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647128,17646898,2503745111,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,311 Columbia Street,Kamloops,BC,V2C 2T1,50.671418,-120.334025,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646898
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651534,17650835,2503708000,http://www.viha.ca/locations/royal_jubilee_hospital.htm,info@viha.ca,N,,24-Jul,1952 Bay Street,Victoria,BC,V8R 1J8,48.434061,-123.326541,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650835
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651533,17650866,2505447676,http://www.viha.ca/locations/saanich_peninsula_hospital.htm,info@viha.ca,N,,24-Jul,2166 Mount Newton Cross Road,Saanichton,BC,V8M 2B2,48.594199,-123.411323,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650866
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647119,17647118,2508333636,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,601 10th Street NE,Salmon Arm,BC,V1E 4N6,50.704586,-119.274422,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647118
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647131,17646669,2503587911,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,Emergency Services: 24/7,401 Galena Avenue,New Denver,BC,V0G 1S0,49.984216,-117.373941,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646669
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647102,17647101,2504985000,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,911 McKinney Road,Oliver,BC,V0H 1T3,49.184285,-119.53841,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647101
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651540,17650862,2507311370,http://www.viha.ca/locations/west_coast_general_hospital.htm,info@viha.ca,N,,,3949 Port Alberni Highway,Port Alberni,BC,V9Y 4S1,49.248801,-124.781792,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650862
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651545,17650941,2507614274,http://www.viha.ca/locations/zeballos.htm,info@viha.ca,N,,Mon 830 - 1700; Tue 830 - 1700; Wed 830 - 1700; Thu 830 - 1700; Fri 830 - 1700; Closed between 1230 - 1300 for lunch.,500 Parkway Drive,Zeballos,BC,V0P 2A0,49.989011,-126.851068,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650941
LD-1700,Emergency Room Care,17644351,Fraser Health Authority,17992341,Pediatric Emergency Department,"Provides emergency medical care for children 0 - 17 years of age. Staff includes: emergency physicians, pediatric-trained emergency nurses and psychiatric nurses, a clinical nurse educator, and child life specialists. Offers a family centered approach, with child-friendly space separate from the adult emergency department. Separate public entrance available with a walk-in and triage zone. Private treatment rooms as well as a designated area for pediatric mental health patients are available. Large treatment rooms will accommodate more family members with separate walls and glass doors to facilitate patient privacy. Located on the first floor of the critical care tower.",17992333,17644365,6049534706,,,N,Full service interpreters available for most languages.,24-Jul,13750 96 Avenue,Surrey,BC,V3V 1Z2,49.177003,-122.842316,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992341&SiteResourceAgencyNum=17644365
